id;rodada;mandante;visitante;formacao_mandante;formacao_visitante;vencedor;mandante_placar;visitante_placar;vencedor_mandante_visitante_empate;total_gols;temporada
4199;36;flamengo;palmeiras;;;-;1;1;3.0;2;2012
4207;37;vasco;flamengo;;;-;1;1;3.0;2;2012
4218;38;flamengo;botafogo-rj;;;-;2;2;3.0;4;2012
4233;1;santos;flamengo;;;-;0;0;3.0;0;2013
4240;2;flamengo;ponte preta;;;ponte preta;0;2;2.0;2;2013
4247;3;athletico-pr;flamengo;;;-;2;2;3.0;4;2013
4263;4;flamengo;nautico;;;nautico;0;1;2.0;1;2013
4268;5;criciuma;flamengo;;;flamengo;0;3;2.0;3;2013
4278;6;flamengo;coritiba;;;-;2;2;3.0;4;2013
4296;7;vasco;flamengo;;;flamengo;0;1;2.0;1;2013
4302;8;internacional;flamengo;;;internacional;1;0;1.0;1;2013
4316;9;flamengo;botafogo-rj;;;-;1;1;3.0;2;2013
4321;10;bahia;flamengo;;;bahia;3;0;1.0;3;2013
4329;11;flamengo;atletico-mg;;;flamengo;3;0;1.0;3;2013
4341;12;flamengo;portuguesa;;;-;1;1;3.0;2;2013
4349;13;fluminense;flamengo;;;flamengo;2;3;2.0;5;2013
4363;14;goias;flamengo;;;-;1;1;3.0;2;2013
4372;15;flamengo;sao paulo;;;-;0;0;3.0;0;2013
4378;16;flamengo;gremio;;;gremio;0;1;2.0;1;2013
4394;17;corinthians;flamengo;;;corinthians;4;0;1.0;4;2013
4398;18;flamengo;vitoria;;;flamengo;2;1;1.0;3;2013
4412;19;cruzeiro;flamengo;;;cruzeiro;1;0;1.0;1;2013
4425;20;flamengo;santos;;;flamengo;2;1;1.0;3;2013
4430;21;ponte preta;flamengo;;;-;1;1;3.0;2;2013
4444;22;flamengo;athletico-pr;;;athletico-pr;2;4;2.0;6;2013
4451;23;nautico;flamengo;;;-;0;0;3.0;0;2013
4461;24;flamengo;criciuma;;;flamengo;4;1;1.0;5;2013
4473;25;coritiba;flamengo;;;flamengo;0;2;2.0;2;2013
4481;26;flamengo;vasco;;;-;1;1;3.0;2;2013
4496;27;flamengo;internacional;;;flamengo;2;1;1.0;3;2013
4505;28;botafogo-rj;flamengo;;;botafogo-rj;2;1;1.0;3;2013
4512;29;flamengo;bahia;;;flamengo;2;1;1.0;3;2013
4520;30;atletico-mg;flamengo;;;atletico-mg;1;0;1.0;1;2013
4533;31;portuguesa;flamengo;;;-;0;0;3.0;0;2013
4546;32;flamengo;fluminense;;;flamengo;1;0;1.0;1;2013
4549;33;flamengo;goias;;;-;1;1;3.0;2;2013
4562;34;sao paulo;flamengo;;;sao paulo;2;0;1.0;2;2013
4574;35;gremio;flamengo;;;gremio;2;1;1.0;3;2013
4581;36;flamengo;corinthians;;;flamengo;1;0;1.0;1;2013
4594;37;vitoria;flamengo;;;vitoria;4;2;1.0;6;2013
4597;38;flamengo;cruzeiro;;;-;1;1;3.0;2;2013
4614;1;flamengo;goias;;;-;0;0;3.0;0;2014
4621;2;corinthians;flamengo;;;corinthians;2;0;1.0;2;2014
4634;3;flamengo;palmeiras;;;flamengo;4;2;1.0;6;2014
4641;4;fluminense;flamengo;;;fluminense;2;0;1.0;2;2014
4651;5;flamengo;sao paulo;;;sao paulo;0;2;2.0;2;2014
4658;6;flamengo;bahia;;;-;1;1;3.0;2;2014
4669;7;santos;flamengo;;;-;0;0;3.0;0;2014
4685;8;flamengo;figueirense;;;-;1;1;3.0;2;2014
4692;9;cruzeiro;flamengo;;;cruzeiro;3;0;1.0;3;2014
4712;10;flamengo;athletico-pr;;;athletico-pr;1;2;2.0;3;2014
4721;11;internacional;flamengo;;;internacional;4;0;1.0;4;2014
4735;12;flamengo;botafogo-rj;;;flamengo;1;0;1.0;1;2014
4741;13;chapecoense;flamengo;4-4-2;4-2-3-1;chapecoense;1;0;1.0;1;2014
4750;14;flamengo;sport;;;flamengo;1;0;1.0;1;2014
4759;15;coritiba;flamengo;;;flamengo;0;1;2.0;1;2014
4773;16;flamengo;atletico-mg;;;flamengo;2;1;1.0;3;2014
4781;17;criciuma;flamengo;;;flamengo;0;2;2.0;2;2014
4796;18;vitoria;flamengo;;;flamengo;1;2;2.0;3;2014
4798;19;flamengo;gremio;;;gremio;0;1;2.0;1;2014
4812;20;goias;flamengo;;;goias;1;0;1.0;1;2014
4822;21;flamengo;corinthians;;;flamengo;1;0;1.0;1;2014
4832;22;palmeiras;flamengo;;;-;2;2;3.0;4;2014
4840;23;flamengo;fluminense;;;-;1;1;3.0;2;2014
4851;24;sao paulo;flamengo;;;-;2;2;3.0;4;2014
4860;25;bahia;flamengo;;;bahia;2;1;1.0;3;2014
4868;26;flamengo;santos;;;santos;0;1;2.0;1;2014
4883;27;figueirense;flamengo;;;flamengo;1;2;2.0;3;2014
4700;28;flamengo;cruzeiro;;;flamengo;3;0;1.0;3;2014
4891;29;athletico-pr;flamengo;4-3-3;4-2-3-1;athletico-pr;2;1;1.0;3;2014
4899;30;flamengo;internacional;;;flamengo;2;0;1.0;2;2014
4915;31;botafogo-rj;flamengo;;;botafogo-rj;2;1;1.0;3;2014
4925;32;flamengo;chapecoense;;;flamengo;3;0;1.0;3;2014
4933;33;sport;flamengo;;;-;2;2;3.0;4;2014
4951;34;flamengo;coritiba;;;flamengo;3;2;1.0;5;2014
4943;35;atletico-mg;flamengo;;;atletico-mg;4;0;1.0;4;2014
4960;36;flamengo;criciuma;;;-;1;1;3.0;2;2014
4969;37;flamengo;vitoria;;;flamengo;4;0;1.0;4;2014
4984;38;gremio;flamengo;;;-;1;1;3.0;2;2014
4992;1;sao paulo;flamengo;4-2-3-1;4-3-2-1;sao paulo;2;1;1.0;3;2015
5002;2;flamengo;sport;4-2-3-1;4-2-3-1;-;2;2;3.0;4;2015
5014;3;avai;flamengo;4-3-1-2;4-3-2-1;avai;2;1;1.0;3;2015
5025;4;flamengo;fluminense;4-2-3-1;4-2-3-1;fluminense;2;3;2.0;5;2015
5031;5;cruzeiro;flamengo;4-2-3-1;4-2-3-1;cruzeiro;1;0;1.0;1;2015
5038;6;flamengo;chapecoense;4-2-3-1;4-3-1-2;flamengo;1;0;1.0;1;2015
5048;7;coritiba;flamengo;4-2-2-2;4-2-3-1;flamengo;0;1;2.0;1;2015
5059;8;flamengo;atletico-mg;4-2-3-1;4-1-4-1;atletico-mg;0;2;2.0;2;2015
5075;9;vasco;flamengo;4-4-2;4-2-3-1;vasco;1;0;1.0;1;2015
5081;10;joinville;flamengo;4-2-3-1;4-4-2;flamengo;0;1;2.0;1;2015
5095;11;flamengo;figueirense;4-2-3-1;4-4-2;figueirense;1;2;2.0;3;2015
5103;12;internacional;flamengo;4-2-3-1;4-3-2-1;flamengo;1;2;2.0;3;2015
5112;13;flamengo;corinthians;4-1-4-1;4-2-3-1;corinthians;0;3;2.0;3;2015
5118;14;flamengo;gremio;4-2-3-1;4-2-3-1;flamengo;1;0;1.0;1;2015
5135;15;goias;flamengo;4-3-1-2;4-2-3-1;flamengo;0;1;2.0;1;2015
5145;16;flamengo;santos;4-2-3-1;4-2-3-1;-;2;2;3.0;4;2015
5153;17;ponte preta;flamengo;4-2-3-1;4-2-3-1;ponte preta;1;0;1.0;1;2015
5158;18;flamengo;athletico-pr;4-2-3-1;4-2-3-1;flamengo;3;2;1.0;5;2015
5170;19;palmeiras;flamengo;4-2-3-1;4-2-3-1;palmeiras;4;2;1.0;6;2015
5185;20;flamengo;sao paulo;4-2-3-1;4-3-3;flamengo;2;1;1.0;3;2015
5193;21;sport;flamengo;4-2-3-1;4-2-3-1;flamengo;0;1;2.0;1;2015
5200;22;flamengo;avai;4-2-3-1;4-2-3-1;flamengo;3;0;1.0;3;2015
5215;23;fluminense;flamengo;4-3-3;4-2-3-1;flamengo;1;3;2.0;4;2015
5226;24;flamengo;cruzeiro;4-2-3-1;4-3-3;flamengo;2;0;1.0;2;2015
5233;25;chapecoense;flamengo;4-3-2-1;4-2-3-1;flamengo;1;3;2.0;4;2015
5246;26;flamengo;coritiba;4-2-3-1;4-5-1;coritiba;0;2;2.0;2;2015
5253;27;atletico-mg;flamengo;4-2-3-1;4-2-3-1;atletico-mg;4;1;1.0;5;2015
5261;28;flamengo;vasco;4-2-3-1;4-1-2-1-2;vasco;1;2;2.0;3;2015
5271;29;flamengo;joinville;4-2-3-1;4-2-3-1;flamengo;2;0;1.0;2;2015
5280;30;figueirense;flamengo;4-4-2;4-2-3-1;figueirense;3;0;1.0;3;2015
5292;31;flamengo;internacional;4-3-3;4-2-3-1;internacional;0;1;2.0;1;2015
5301;32;corinthians;flamengo;4-1-4-1;4-2-3-1;corinthians;1;0;1.0;1;2015
5313;33;gremio;flamengo;4-2-3-1;4-1-4-1;gremio;2;0;1.0;2;2015
5322;34;flamengo;goias;4-1-4-1;4-2-3-1;flamengo;4;1;1.0;5;2015
5335;35;santos;flamengo;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2015
5343;36;flamengo;ponte preta;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2015
5356;37;athletico-pr;flamengo;4-2-3-1;4-2-3-1;athletico-pr;3;0;1.0;3;2015
5358;38;flamengo;palmeiras;4-1-4-1;4-2-3-1;palmeiras;1;2;2.0;3;2015
5368;1;flamengo;sport;4-3-3;4-2-3-1;flamengo;1;0;1.0;1;2016
5385;2;gremio;flamengo;4-2-2-2;4-2-3-1;gremio;1;0;1.0;1;2016
5389;3;flamengo;chapecoense;4-2-3-1;4-3-2-1;-;2;2;3.0;4;2016
5400;4;ponte preta;flamengo;4-4-2;4-2-3-1;flamengo;1;2;2.0;3;2016
5416;5;flamengo;vitoria;4-2-3-1;4-2-3-1;flamengo;1;0;1.0;1;2016
5424;6;flamengo;palmeiras;4-2-3-1;4-2-3-1;palmeiras;1;2;2.0;3;2016
5435;7;figueirense;flamengo;4-4-1-1;4-2-3-1;figueirense;1;0;1.0;1;2016
5444;8;cruzeiro;flamengo;4-2-3-1;4-2-3-1;flamengo;0;1;2.0;1;2016
5453;9;flamengo;sao paulo;4-2-3-1;4-2-3-1;-;2;2;3.0;4;2016
5460;10;santa cruz;flamengo;4-2-3-1;4-2-3-1;flamengo;0;1;2.0;1;2016
5470;11;flamengo;fluminense;4-2-3-1;4-2-3-1;fluminense;1;2;2.0;3;2016
5477;12;flamengo;internacional;4-2-3-1;4-2-3-1;flamengo;1;0;1.0;1;2016
5493;13;corinthians;flamengo;4-2-3-1;4-2-3-1;corinthians;4;0;1.0;4;2016
5501;14;flamengo;atletico-mg;4-2-3-1;4-2-3-1;flamengo;2;0;1.0;2;2016
5507;15;botafogo-rj;flamengo;4-3-1-2;4-2-3-1;-;3;3;3.0;6;2016
5526;16;flamengo;america-mg;4-2-3-1;4-2-3-1;flamengo;2;1;1.0;3;2016
5532;17;coritiba;flamengo;4-1-4-1;4-2-3-1;flamengo;0;2;2.0;2;2016
5539;18;santos;flamengo;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2016
5547;19;flamengo;athletico-pr;4-2-3-1;4-2-3-1;flamengo;1;0;1.0;1;2016
5557;20;sport;flamengo;4-2-3-1;4-2-3-1;sport;1;0;1.0;1;2016
5569;21;flamengo;gremio;4-2-3-1;4-2-3-1;flamengo;2;1;1.0;3;2016
5582;22;chapecoense;flamengo;4-3-2-1;4-2-3-1;flamengo;1;3;2.0;4;2016
5592;23;flamengo;ponte preta;4-2-3-1;4-1-4-1;flamengo;2;1;1.0;3;2016
5597;24;vitoria;flamengo;4-1-4-1;4-2-3-1;flamengo;1;2;2.0;3;2016
5612;25;palmeiras;flamengo;4-3-3;4-2-3-1;-;1;1;3.0;2;2016
5618;26;flamengo;figueirense;4-2-3-1;4-2-3-1;flamengo;2;0;1.0;2;2016
5634;27;flamengo;cruzeiro;4-2-3-1;4-2-3-1;flamengo;2;1;1.0;3;2016
5638;28;sao paulo;flamengo;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2016
5654;29;flamengo;santa cruz;4-2-3-1;4-2-3-1;flamengo;3;0;1.0;3;2016
5664;30;fluminense;flamengo;4-2-3-1;4-2-3-1;flamengo;1;2;2.0;3;2016
5670;31;internacional;flamengo;4-2-3-1;4-2-3-1;internacional;2;1;1.0;3;2016
5679;32;flamengo;corinthians;4-2-3-1;4-1-4-1;-;2;2;3.0;4;2016
5689;33;atletico-mg;flamengo;4-2-3-1;4-2-3-1;-;2;2;3.0;4;2016
5697;34;flamengo;botafogo-rj;4-2-3-1;4-3-1-2;-;0;0;3.0;0;2016
5711;35;america-mg;flamengo;4-1-4-1;4-2-3-1;flamengo;0;1;2.0;1;2016
5723;36;flamengo;coritiba;4-2-3-1;4-4-2;-;2;2;3.0;4;2016
5732;37;flamengo;santos;4-2-3-1;4-2-3-1;flamengo;2;0;1.0;2;2016
5743;38;athletico-pr;flamengo;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2016
5746;1;flamengo;atletico-mg;4-2-3-1;4-3-2-1;-;1;1;3.0;2;2017
5757;2;atletico-go;flamengo;4-5-1;4-2-3-1;flamengo;0;3;2.0;3;2017
5770;3;athletico-pr;flamengo;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2017
5779;4;flamengo;botafogo-rj;4-2-3-1;4-1-4-1;-;0;0;3.0;0;2017
5791;5;sport;flamengo;4-3-3;4-2-3-1;sport;2;0;1.0;2;2017
5800;6;avai;flamengo;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2017
5810;7;flamengo;ponte preta;4-2-3-1;4-1-3-2;flamengo;2;0;1.0;2;2017
5821;8;fluminense;flamengo;4-2-3-1;4-2-3-1;-;2;2;3.0;4;2017
5835;9;flamengo;chapecoense;4-2-3-1;4-1-4-1;flamengo;5;1;1.0;6;2017
5843;10;bahia;flamengo;4-2-3-1;4-2-3-1;flamengo;0;1;2.0;1;2017
5851;11;flamengo;sao paulo;4-2-3-1;4-3-2-1;flamengo;2;0;1.0;2;2017
5857;12;vasco;flamengo;4-2-3-1;4-2-3-1;flamengo;0;1;2.0;1;2017
5874;13;flamengo;gremio;4-2-3-1;4-2-3-1;gremio;0;1;2.0;1;2017
5881;14;cruzeiro;flamengo;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2017
5892;15;flamengo;palmeiras;4-2-3-1;4-3-3;-;2;2;3.0;4;2017
5897;16;flamengo;coritiba;4-2-3-1;4-4-1-1;flamengo;2;1;1.0;3;2017
5911;17;corinthians;flamengo;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2017
5920;18;santos;flamengo;4-2-3-1;4-2-3-1;santos;3;2;1.0;5;2017
5928;19;flamengo;vitoria;4-1-4-1;4-2-3-1;vitoria;0;2;2.0;2;2017
5940;20;atletico-mg;flamengo;4-2-3-1;4-2-3-1;atletico-mg;2;0;1.0;2;2017
5947;21;flamengo;atletico-go;4-2-3-1;4-2-3-1;flamengo;2;0;1.0;2;2017
5961;22;flamengo;athletico-pr;4-2-3-1;4-2-3-1;flamengo;2;0;1.0;2;2017
5974;23;botafogo-rj;flamengo;4-2-3-1;4-2-3-1;botafogo-rj;2;0;1.0;2;2017
5983;24;flamengo;sport;4-2-3-1;4-3-3;flamengo;2;0;1.0;2;2017
5986;25;flamengo;avai;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2017
6005;26;ponte preta;flamengo;4-1-4-1;4-2-3-1;ponte preta;1;0;1.0;1;2017
6023;27;flamengo;fluminense;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2017
6009;28;chapecoense;flamengo;4-1-4-1;4-2-3-1;flamengo;0;1;2.0;1;2017
6034;29;flamengo;bahia;4-2-3-1;4-2-3-1;flamengo;4;1;1.0;5;2017
6040;30;sao paulo;flamengo;4-1-4-1;4-4-2;sao paulo;2;0;1.0;2;2017
6047;31;flamengo;vasco;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2017
6062;32;gremio;flamengo;4-2-3-1;4-2-3-1;gremio;3;1;1.0;4;2017
6071;33;flamengo;cruzeiro;4-2-3-1;4-2-3-1;flamengo;2;0;1.0;2;2017
6079;34;palmeiras;flamengo;4-3-3;4-2-3-1;palmeiras;2;0;1.0;2;2017
6094;35;coritiba;flamengo;4-2-3-1;4-2-3-1;coritiba;1;0;1.0;1;2017
6097;36;flamengo;corinthians;4-2-3-1;4-2-3-1;flamengo;3;0;1.0;3;2017
6113;37;flamengo;santos;4-2-3-1;4-2-3-1;santos;1;2;2.0;3;2017
6120;38;vitoria;flamengo;4-4-2;4-2-3-1;flamengo;1;2;2.0;3;2017
6127;1;vitoria;flamengo;4-2-3-1;4-1-4-1;-;2;2;3.0;4;2018
6137;2;flamengo;america-mg;4-1-4-1;4-2-3-1;flamengo;2;0;1.0;2;2018
6148;3;ceara;flamengo;3-4-2-1;4-3-3;flamengo;0;3;2.0;3;2018
6159;4;flamengo;internacional;4-1-4-1;4-1-4-1;flamengo;2;0;1.0;2;2018
6172;5;chapecoense;flamengo;4-1-4-1;4-1-4-1;chapecoense;3;2;1.0;5;2018
6177;6;flamengo;vasco;4-1-4-1;4-2-3-1;-;1;1;3.0;2;2018
6188;7;atletico-mg;flamengo;4-2-3-1;4-1-4-1;flamengo;0;1;2.0;1;2018
6203;8;flamengo;bahia;4-1-4-1;4-2-4-0;flamengo;2;0;1.0;2;2018
6210;9;flamengo;corinthians;4-1-4-1;4-2-4-0;flamengo;1;0;1.0;1;2018
6224;10;fluminense;flamengo;5-4-1;4-1-4-1;flamengo;0;2;2.0;2;2018
6234;11;flamengo;parana;4-1-4-1;4-1-4-1;flamengo;2;0;1.0;2;2018
6241;12;palmeiras;flamengo;4-2-3-1;4-1-4-1;-;1;1;3.0;2;2018
6250;13;flamengo;sao paulo;4-3-3;4-4-1-1;sao paulo;0;1;2.0;1;2018
6256;14;flamengo;botafogo-rj;4-3-3;4-3-3;flamengo;2;0;1.0;2;2018
6269;15;santos;flamengo;4-2-3-1;4-1-4-1;-;1;1;3.0;2;2018
6279;16;flamengo;sport;4-1-4-1;4-2-3-1;flamengo;4;1;1.0;5;2018
6287;17;gremio;flamengo;4-2-3-1;4-1-4-1;gremio;2;0;1.0;2;2018
6311;18;flamengo;cruzeiro;4-1-4-1;4-2-3-1;flamengo;1;0;1.0;1;2018
6318;19;athletico-pr;flamengo;4-2-3-1;4-2-3-1;athletico-pr;3;0;1.0;3;2018
6303;20;flamengo;vitoria;4-1-4-1;4-3-2-1;flamengo;1;0;1.0;1;2018
6332;21;america-mg;flamengo;4-2-3-1;4-1-4-1;-;2;2;3.0;4;2018
6340;22;flamengo;ceara;4-3-3;4-2-3-1;ceara;0;1;2.0;1;2018
6352;23;internacional;flamengo;4-1-4-1;4-2-3-1;internacional;2;1;1.0;3;2018
6358;24;flamengo;chapecoense;4-2-3-1;4-1-4-1;flamengo;2;0;1.0;2;2018
6368;25;vasco;flamengo;4-3-2-1;4-1-4-1;-;1;1;3.0;2;2018
6379;26;flamengo;atletico-mg;4-2-3-1;4-2-3-1;flamengo;2;1;1.0;3;2018
6388;27;bahia;flamengo;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2018
6397;28;corinthians;flamengo;4-2-4-0;4-2-3-1;flamengo;0;3;2.0;3;2018
6406;29;flamengo;fluminense;4-2-3-1;3-4-2-1;flamengo;3;0;1.0;3;2018
6424;30;parana;flamengo;5-4-1;4-2-3-1;flamengo;0;4;2.0;4;2018
6432;31;flamengo;palmeiras;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2018
6441;32;sao paulo;flamengo;3-1-4-2;4-2-3-1;-;2;2;3.0;4;2018
6448;33;botafogo-rj;flamengo;4-2-3-1;4-1-4-1;botafogo-rj;2;1;1.0;3;2018
6463;34;flamengo;santos;4-2-3-1;4-2-3-1;flamengo;1;0;1.0;1;2018
6471;35;sport;flamengo;4-2-3-1;4-2-3-1;flamengo;0;1;2.0;1;2018
6480;36;flamengo;gremio;4-2-3-1;4-2-3-1;flamengo;2;0;1.0;2;2018
6488;37;cruzeiro;flamengo;4-2-3-1;4-2-3-1;flamengo;0;2;2.0;2;2018
6496;38;flamengo;athletico-pr;4-2-3-1;4-2-3-1;athletico-pr;1;2;2.0;3;2018
6509;1;flamengo;cruzeiro;4-2-3-1;4-2-3-1;flamengo;3;1;1.0;4;2019
6516;2;internacional;flamengo;4-3-3;4-2-3-1;internacional;2;1;1.0;3;2019
6530;3;sao paulo;flamengo;4-3-3;4-1-4-1;-;1;1;3.0;2;2019
6539;4;flamengo;chapecoense;4-2-3-1;4-2-3-1;flamengo;2;1;1.0;3;2019
6548;5;atletico-mg;flamengo;4-2-3-1;4-2-3-1;atletico-mg;2;1;1.0;3;2019
6558;6;flamengo;athletico-pr;4-1-4-1;4-4-2;flamengo;3;2;1.0;5;2019
6566;7;flamengo;fortaleza;4-2-3-1;4-4-2;flamengo;2;0;1.0;2;2019
6583;8;fluminense;flamengo;4-2-3-1;4-2-3-1;-;0;0;3.0;0;2019
6589;9;csa;flamengo;4-1-4-1;4-2-3-1;flamengo;0;2;2.0;2;2019
6600;10;flamengo;goias;4-1-3-2;4-2-3-1;flamengo;6;1;1.0;7;2019
6613;11;corinthians;flamengo;4-1-4-1;4-1-4-1;-;1;1;3.0;2;2019
6621;12;flamengo;botafogo-rj;4-4-2;4-1-4-1;flamengo;3;2;1.0;5;2019
6630;13;bahia;flamengo;4-3-3;4-2-3-1;bahia;3;0;1.0;3;2019
6638;14;flamengo;gremio;4-2-2-2;4-2-3-1;flamengo;3;1;1.0;4;2019
6648;15;vasco;flamengo;4-3-3;4-2-3-1;flamengo;1;4;2.0;5;2019
6661;16;ceara;flamengo;4-2-3-1;4-1-4-1;flamengo;0;3;2.0;3;2019
6671;17;flamengo;palmeiras;4-2-3-1;4-1-4-1;flamengo;3;0;1.0;3;2019
6678;18;avai;flamengo;4-5-1;4-2-3-1;flamengo;0;3;2.0;3;2019
6686;19;flamengo;santos;4-2-3-1;4-3-3;flamengo;1;0;1.0;1;2019
6697;20;cruzeiro;flamengo;4-2-3-1;4-2-3-1;flamengo;1;2;2.0;3;2019
6708;21;flamengo;internacional;4-2-3-1;4-3-3;flamengo;3;1;1.0;4;2019
6716;22;flamengo;sao paulo;4-2-3-1;4-1-4-1;-;0;0;3.0;0;2019
6731;23;chapecoense;flamengo;4-1-4-1;4-2-3-1;flamengo;0;1;2.0;1;2019
6745;24;flamengo;atletico-mg;4-2-3-1;5-4-1;flamengo;3;1;1.0;4;2019
6750;25;athletico-pr;flamengo;4-1-4-1;4-2-3-1;flamengo;0;2;2.0;2;2019
6758;26;fortaleza;flamengo;4-4-2;4-4-2;flamengo;1;2;2.0;3;2019
6771;27;flamengo;fluminense;4-2-2-2;4-2-4-0;flamengo;2;0;1.0;2;2019
6785;28;flamengo;csa;4-1-3-2;4-1-4-1;flamengo;1;0;1.0;1;2019
6793;29;goias;flamengo;4-1-4-1;4-2-3-1;-;2;2;3.0;4;2019
6800;30;flamengo;corinthians;4-2-2-2;4-4-2;flamengo;4;1;1.0;5;2019
6814;31;botafogo-rj;flamengo;4-1-4-1;4-2-3-1;flamengo;0;1;2.0;1;2019
6821;32;flamengo;bahia;4-2-3-1;4-3-3;flamengo;3;1;1.0;4;2019
6826;34;flamengo;vasco;4-2-3-1;4-1-2-1-2;-;4;4;3.0;8;2019
6838;33;gremio;flamengo;4-2-3-1;4-2-3-1;flamengo;0;1;2.0;1;2019
6850;35;flamengo;ceara;4-2-3-1;4-5-1;flamengo;4;1;1.0;5;2019
6859;36;palmeiras;flamengo;4-2-2-2;4-2-3-1;flamengo;1;3;2.0;4;2019
6875;37;flamengo;avai;4-2-3-1;5-4-1;flamengo;6;1;1.0;7;2019
6877;38;santos;flamengo;4-3-3;4-2-3-1;santos;4;0;1.0;4;2019
6890;1;flamengo;atletico-mg;4-2-3-1;3-5-2;atletico-mg;0;1;2.0;1;2020
6900;2;atletico-go;flamengo;4-2-3-1;4-2-3-1;atletico-go;3;0;1.0;3;2020
6907;3;coritiba;flamengo;4-4-2;4-2-3-1;flamengo;0;1;2.0;1;2020
6916;4;flamengo;gremio;4-2-3-1;4-3-3;-;1;1;3.0;2;2020
6929;5;flamengo;botafogo-rj;4-4-2;5-4-1;-;1;1;3.0;2;2020
6952;6;santos;flamengo;4-3-3;4-2-3-1;flamengo;0;1;2.0;1;2020
6961;7;bahia;flamengo;4-2-3-1;4-2-3-1;flamengo;3;5;2.0;8;2020
6966;8;flamengo;fortaleza;4-2-3-1;4-2-3-1;flamengo;2;1;1.0;3;2020
6980;9;fluminense;flamengo;4-1-4-1;4-2-3-1;flamengo;1;2;2.0;3;2020
6992;10;ceara;flamengo;4-4-2;4-2-3-1;ceara;2;0;1.0;2;2020
7001;12;palmeiras;flamengo;4-1-4-1;4-2-3-1;-;1;1;3.0;2;2020
7011;13;flamengo;athletico-pr;4-2-3-1;4-3-3;flamengo;3;1;1.0;4;2020
7017;14;flamengo;sport;4-2-3-1;4-2-3-1;flamengo;3;0;1.0;3;2020
7026;15;vasco;flamengo;4-2-3-1;4-2-3-1;flamengo;1;2;2.0;3;2020
6945;11;flamengo;goias;4-2-3-1;4-3-3;flamengo;2;1;1.0;3;2020
7042;16;flamengo;bragantino;4-2-3-1;4-2-3-1;-;1;1;3.0;2;2020
7050;17;corinthians;flamengo;4-2-3-1;4-2-3-1;flamengo;1;5;2.0;6;2020
7063;18;internacional;flamengo;4-2-2-2;4-2-3-1;-;2;2;3.0;4;2020
7070;19;flamengo;sao paulo;4-2-3-1;4-4-2;sao paulo;1;4;2.0;5;2020
7082;20;atletico-mg;flamengo;3-4-3;4-1-4-1;atletico-mg;4;0;1.0;4;2020
7093;21;flamengo;atletico-go;4-4-2;4-2-3-1;-;1;1;3.0;2;2020
7098;22;flamengo;coritiba;4-4-2;3-4-3;flamengo;3;1;1.0;4;2020
7118;24;botafogo-rj;flamengo;4-3-3;4-4-2;flamengo;0;1;2.0;1;2020
7132;25;flamengo;santos;4-4-2;4-2-3-1;flamengo;4;1;1.0;5;2020
7143;26;flamengo;bahia;4-4-2;4-1-4-1;flamengo;4;3;1.0;7;2020
7148;27;fortaleza;flamengo;4-2-3-1;4-4-2;-;0;0;3.0;0;2020
7160;28;flamengo;fluminense;4-4-2;4-2-3-1;fluminense;1;2;2.0;3;2020
7170;29;flamengo;ceara;4-4-2;4-2-3-1;ceara;0;2;2.0;2;2020
7184;30;goias;flamengo;3-5-2;4-4-2;flamengo;0;3;2.0;3;2020
7192;31;flamengo;palmeiras;4-4-2;4-1-4-1;flamengo;2;0;1.0;2;2020
7199;32;athletico-pr;flamengo;4-1-4-1;4-4-2;athletico-pr;2;1;1.0;3;2020
7115;23;gremio;flamengo;4-2-3-1;4-2-3-1;flamengo;2;4;2.0;6;2020
7213;33;sport;flamengo;4-2-3-1;4-4-2;flamengo;0;3;2.0;3;2020
7222;34;flamengo;vasco;4-4-2;4-1-4-1;flamengo;2;0;1.0;2;2020
7228;35;bragantino;flamengo;4-3-3;4-4-2;-;1;1;3.0;2;2020
7239;36;flamengo;corinthians;4-4-2;4-2-3-1;flamengo;2;1;1.0;3;2020
7250;37;flamengo;internacional;4-4-2;4-1-4-1;flamengo;2;1;1.0;3;2020
7262;38;sao paulo;flamengo;3-5-2;4-4-2;sao paulo;2;1;1.0;3;2020
7270;1;flamengo;palmeiras;4-2-3-1;3-5-2;flamengo;1;0;1.0;1;2021
7290;3;flamengo;america-mg;4-2-3-1;4-1-4-1;flamengo;2;0;1.0;2;2021
7306;5;flamengo;bragantino;4-2-3-1;4-2-3-1;bragantino;2;3;2.0;5;2021
7318;6;flamengo;fortaleza;4-4-2;3-4-1-2;flamengo;2;1;1.0;3;2021
7326;7;juventude;flamengo;4-3-3;4-4-2;juventude;1;0;1.0;1;2021
